1	4307,83
2	2319,90
3	2023,96
4	955,97
5	3075,97
6	863,99
7	3382,97
8	785,99
9	684,98
10	2248,94
11	5023,67
12	4749,91
13	2408,99
14	5064,82
15	4900,100
16	4898,74
17	4821,79
18	1220,74
19	4175,93
20	4201,80
21	2549,99
22	212,86
23	3612,83
24	2768,74
25	2533,94
26	4765,95
27	3521,84
28	3659,63
29	2414,97
30	1656,94
31	1064,94
32	1756,100
33	276,93
34	109,95
35	1884,83
36	2660,87
37	3998,89
38	339,75
39	3605,100
40	524,91
41	4992,100
42	2226,97
43	1765,94
44	2573,71
45	3087,87
46	4023,86
47	1265,76
48	4417,100
49	309,97
50	3714,94
51	4814,97
52	3792,98
53	4925,88
54	1728,99
55	250,85
56	2391,96
57	322,98
58	923,89
59	4408,74
60	5170,91
61	2874,97
62	5139,100
63	1745,86
64	309,88
65	240,96
66	1657,90
67	2812,88
68	1240,97
69	3087,97
70	4722,89
71	2000,95
72	411,99
73	2541,99
74	3095,99
75	3807,90
76	3057,84
77	1828,94
78	2613,82
79	9,90
80	3482,66
81	842,94
82	1728,81
83	2468,100
84	4801,98
85	3758,100
86	1477,91
87	2237,98
88	2026,97
89	4465,100
90	1214,82
91	3301,97
92	1920,89
93	757,79
94	17,93
95	2894,90
96	3009,97
97	370,98
98	1714,92
99	5183,73
100	1643,94
101	2839,93
102	4293,89
103	1494,76
104	2097,99
105	632,76
106	2203,90
107	2845,91
108	3654,83
109	2086,94
110	1611,75
111	462,89
112	1425,100
113	1034,92
114	896,97
115	430,94
116	3685,92
117	3586,95
118	30,78
119	353,94
120	312,92
121	2097,94
122	3081,83
123	5073,80
124	5142,91
125	3909,99
126	4298,93
127	796,94
128	2768,95
129	4354,94
130	2840,98
131	5017,86
132	4395,99
133	4574,95
134	5272,90
135	3919,83
136	445,93
137	2933,83
138	5247,94
139	3951,98
140	332,100
141	4338,96
142	3824,94
143	1126,100
144	3568,99
145	2603,88
146	3509,60
147	1164,92
148	3612,96
149	45,99
