-13783	1
-13429	1
-12422	1
-10569	1
-10495	1
-8415	1
-6940	1
-6853	1
-6445	1
-6421	1
-6295	1
-5880	1
-5724	1
-5449	1
-5373	1
-5308	1
-5298	1
-4997	1
-4874	1
-4870	1
-4864	1
-4772	1
-4650	1
-4565	1
-4444	1
-4436	1
-4435	1
-4216	1
-4155	1
-3982	1
-3947	1
-3899	1
-3891	1
-3848	1
-3847	1
-3771	1
-3715	1
-3662	1
-3644	1
-3577	1
-3542	1
-3480	1
-3478	1
-3477	1
-3450	1
-3427	1
-3405	1
-3393	1
-3301	1
-3190	2
-3186	1
-3180	1
-3127	1
-3112	1
-3099	1
-3096	1
-3088	1
-3062	1
-3061	1
-3054	1
-3025	1
-3024	1
-3009	1
-3001	1
-3000	1
-2990	1
-2952	1
-2932	1
-2911	1
-2850	1
-2848	1
-2846	1
-2813	1
-2795	1
-2789	1
-2784	1
-2765	1
-2761	1
-2757	1
-2744	1
-2733	1
-2730	1
-2723	1
-2667	1
-2664	1
-2663	1
-2652	1
-2642	1
-2600	1
-2577	1
-2556	1
-2510	1
-2493	1
-2480	1
-2477	1
-2472	1
-2469	1
-2433	1
-2429	1
-2409	1
-2386	1
-2384	1
-2382	1
-2379	1
-2373	1
-2365	1
-2357	1
-2332	1
-2318	1
-2306	1
-2303	2
-2302	1
-2278	1
-2273	1
-2270	1
-2262	1
-2259	1
-2258	1
-2237	1
-2203	1
-2202	2
-2180	1
-2177	1
-2171	1
-2160	1
-2159	1
-2139	1
-2132	1
-2123	1
-2110	1
-2067	1
-2066	1
-2040	1
-2034	1
-2017	1
-2016	1
-1991	1
-1988	1
-1984	1
-1980	1
-1965	1
-1954	1
-1953	1
-1947	2
-1935	1
-1934	1
-1933	1
-1931	1
-1896	1
-1894	1
-1889	1
-1866	1
-1855	1
-1852	1
-1851	1
-1850	1
-1849	1
-1838	1
-1837	1
-1833	1
-1817	1
-1815	1
-1809	1
-1803	1
-1785	1
-1783	1
-1777	2
-1776	2
-1766	1
-1758	1
-1754	1
-1721	1
-1718	1
-1717	1
-1713	1
-1712	1
-1707	1
-1702	1
-1699	2
-1690	1
-1686	1
-1682	2
-1673	1
-1670	1
-1666	1
-1665	1
-1664	1
-1663	1
-1657	1
-1653	1
-1652	1
-1648	1
-1643	1
-1639	1
-1638	1
-1627	1
-1622	2
-1620	1
-1613	1
-1602	1
-1595	2
-1590	1
-1585	1
-1581	1
-1571	1
-1570	1
-1561	2
-1560	1
-1556	1
-1555	1
-1546	1
-1540	1
-1528	1
-1525	1
-1524	1
-1521	1
-1518	2
-1513	1
-1506	1
-1498	1
-1494	2
-1486	1
-1485	1
-1483	1
-1475	1
-1466	1
-1459	4
-1451	1
-1449	1
-1448	1
-1441	1
-1435	1
-1434	2
-1432	1
-1429	2
-1422	1
-1419	1
-1417	1
-1412	1
-1410	1
-1399	1
-1398	1
-1395	1
-1394	1
-1392	1
-1391	1
-1386	1
-1380	1
-1379	2
-1376	1
-1374	1
-1371	1
-1366	1
-1364	1
-1354	1
-1350	1
-1348	1
-1345	1
-1341	1
-1337	1
-1330	1
-1326	1
-1325	1
-1319	1
-1313	1
-1312	1
-1309	1
-1305	1
-1300	1
-1291	1
-1289	1
-1287	2
-1286	1
-1284	1
-1281	1
-1278	1
-1277	2
-1274	2
-1273	1
-1257	1
-1253	2
-1252	1
-1245	1
-1242	1
-1241	1
-1239	1
-1236	1
-1234	1
-1229	1
-1227	1
-1226	1
-1221	2
-1220	1
-1219	2
-1217	1
-1216	2
-1213	2
-1206	1
-1197	1
-1185	1
-1182	2
-1181	1
-1176	1
-1175	2
-1173	2
-1172	1
-1170	1
-1167	1
-1166	1
-1163	2
-1155	1
-1149	2
-1147	1
-1143	1
-1139	1
-1133	1
-1130	1
-1129	1
-1127	1
-1125	1
-1122	1
-1121	3
-1115	1
-1112	1
-1110	1
-1105	1
-1100	2
-1096	2
-1093	1
-1088	1
-1087	1
-1086	1
-1083	1
-1081	2
-1078	1
-1073	1
-1072	1
-1068	1
-1067	4
-1066	1
-1065	1
-1064	2
-1063	1
-1060	2
-1059	1
-1058	1
-1057	1
-1056	1
-1055	1
-1049	2
-1043	2
-1042	1
-1039	1
-1038	1
-1037	1
-1036	1
-1035	1
-1034	1
-1032	1
-1031	1
-1029	1
-1027	1
-1024	1
-1023	1
-1021	1
-1019	2
-1006	1
-1005	1
-1004	1
-1003	2
-999	2
-998	1
-996	2
-995	1
-992	1
-991	2
-990	1
-988	2
-986	3
-985	2
-983	1
-981	1
-978	1
-977	2
-976	1
-970	1
-969	3
-968	1
-967	1
-966	1
-965	1
-963	2
-961	1
-960	1
-959	1
-958	2
-956	2
-955	1
-951	1
-949	1
-945	2
-944	1
-943	1
-942	1
-938	1
-937	2
-934	2
-931	1
-930	3
-929	2
-926	1
-924	1
-923	1
-920	1
-917	1
-916	1
-913	1
-912	2
-910	2
-909	1
-905	2
-903	1
-901	1
-900	1
-899	1
-898	1
-895	1
-894	1
-893	4
-891	2
-885	2
-884	1
-883	1
-882	1
-881	1
-879	1
-877	2
-876	1
-875	1
-873	1
-871	1
-869	1
-867	1
-866	1
-865	2
-864	1
-862	1
-860	1
-859	2
-855	1
-851	4
-850	1
-849	1
-847	5
-846	3
-845	1
-844	3
-843	1
-841	1
-837	3
-835	1
-831	1
-829	2
-828	3
-827	3
-826	2
-821	1
-820	1
-818	2
-817	5
-815	2
-813	1
-812	1
-811	1
-810	5
-809	1
-808	3
-807	1
-806	3
-805	2
-802	3
-801	2
-800	5
-799	2
-798	5
-797	1
-796	1
-795	2
-794	2
-792	4
-791	3
-789	1
-786	1
-785	1
-783	1
-782	2
-781	2
-780	2
-779	2
-778	1
-777	1
-776	2
-775	1
-774	1
-773	1
-772	3
-771	2
-765	2
-764	3
-763	1
-762	3
-761	1
-760	1
-759	2
-758	1
-756	2
-754	1
-753	1
-751	1
-750	1
-748	2
-746	1
-745	1
-744	2
-742	1
-741	1
-740	3
-739	2
-738	4
-737	2
-736	1
-735	1
-734	1
-731	1
-730	1
-727	1
-725	1
-724	2
-723	2
-722	2
-721	1
-718	2
-717	3
-715	1
-714	1
-713	2
-711	4
-710	3
-709	1
-708	1
-707	1
-706	2
-705	1
-704	3
-703	1
-702	4
-700	1
-698	2
-697	3
-696	2
-695	1
-694	2
-693	2
-692	2
-691	4
-690	3
-689	4
-688	3
-687	3
-686	1
-684	3
-682	1
-681	2
-680	2
-679	3
-678	2
-677	1
-676	2
-675	1
-674	4
-673	1
-672	1
-671	4
-670	1
-669	1
-668	2
-667	1
-666	4
-665	2
-663	3
-662	5
-661	3
-660	1
-658	2
-657	3
-655	1
-654	4
-653	2
-652	1
-651	1
-650	2
-649	3
-648	3
-647	2
-646	2
-645	2
-644	4
-643	1
-641	3
-640	1
-637	2
-636	1
-635	2
-634	1
-633	3
-632	1
-631	4
-630	2
-628	3
-627	1
-626	2
-625	1
-624	3
-623	1
-622	1
-621	1
-620	4
-619	3
-618	1
-617	2
-616	2
-615	5
-613	3
-612	4
-611	3
