-1102	1
-1050	1
-496	1
-396	1
-375	1
-349	1
-338	1
-309	1
-305	1
-283	1
-279	1
-278	2
-246	1
-234	1
-218	1
-203	1
-197	1
-194	1
-193	1
-190	1
-187	1
-183	1
-179	1
-176	1
-172	1
-170	1
-167	1
-163	1
-161	1
-159	1
-158	1
-149	1
-148	2
-147	2
-146	2
-145	1
-143	1
-141	2
-140	4
-137	1
-134	1
-132	2
-131	3
-128	3
-127	1
-126	3
-125	2
-121	2
-120	3
-119	1
-114	1
-113	2
-112	1
-108	3
-107	2
-106	2
-104	1
-103	1
-102	1
-101	4
-100	2
-98	3
-97	1
-96	2
-95	1
-94	4
-93	1
-92	1
-90	1
-89	1
-88	1
-87	1
-86	2
-84	1
-83	3
-82	1
-81	2
-80	2
-79	2
-78	2
-77	6
-75	2
-74	1
-73	1
-72	2
-71	1
-69	7
-68	3
-67	3
-66	3
-65	4
-64	2
-63	5
-62	4
-61	3
-60	4
-59	7
-58	10
-57	5
-56	6
-55	11
-54	10
-53	10
-52	5
-51	10
-50	11
-49	10
-48	4
-47	11
-46	16
-45	14
-44	13
-43	8
-42	18
-41	8
-40	16
-39	12
-38	10
-37	13
-36	23
-35	12
-34	24
-33	18
-32	13
-31	14
-30	18
-29	24
-28	20
-27	32
-26	30
-25	38
-24	32
-23	37
-22	41
-21	53
-20	62
-19	57
-18	57
-17	73
-16	77
-15	90
-14	100
-13	123
-12	134
-11	153
-10	217
-9	270
-8	328
-7	420
-6	593
-5	824
-4	1319
-3	2149
-2	4362
-1	14282
0	39474
1	7737
2	2664
3	1339
4	808
5	515
6	378
7	265
8	258
9	193
10	150
11	127
12	130
13	80
14	94
15	76
16	93
17	63
18	64
19	52
20	38
21	45
22	30
23	43
24	24
25	27
26	41
27	21
28	27
29	29
30	25
31	28
32	12
33	24
34	19
35	18
36	7
37	15
38	17
39	12
40	15
41	20
42	14
43	9
44	13
45	11
46	14
47	12
48	8
49	5
50	10
51	6
52	7
53	9
54	11
55	11
56	7
57	5
58	10
59	6
60	8
61	6
62	9
63	3
64	9
65	3
66	6
67	4
68	8
69	4
70	8
71	7
72	1
73	3
74	2
75	4
76	5
77	4
78	1
79	7
80	5
81	8
82	3
83	5
84	3
85	4
86	5
87	4
88	2
89	4
90	7
91	6
92	4
93	6
95	2
96	1
97	4
98	2
99	5
100	2
101	4
102	1
103	2
104	1
105	2
106	3
107	2
108	6
109	2
110	2
111	3
112	1
113	1
114	3
115	6
116	5
117	3
118	1
120	2
121	3
122	5
123	6
125	1
126	2
127	2
128	2
129	3
130	1
131	1
132	2
133	4
134	3
135	1
139	5
140	1
141	2
142	3
143	2
144	1
145	2
146	2
148	2
149	1
150	2
151	1
152	3
153	2
154	2
155	1
156	4
157	3
158	2
159	2
160	1
161	3
162	2
164	2
165	1
166	1
169	2
170	1
171	2
172	3
173	1
174	3
175	1
178	4
180	2
182	1
184	1
185	2
186	2
189	1
190	1
192	1
193	1
194	2
197	1
198	1
201	1
203	2
215	1
239	1
258	1
278	1
331	1
332	1
334	1
343	1
344	1
349	1
369	1
394	1
443	1
506	1
684	1
